reseña,oraciones_tokenizadas,rating,cluster
"Esta revisión es más una guía para los cortadores de cable, que hemos encontrado que Fire TV es una excelente manera de lograr esto. Hay muchas reseñas que explican cómo usar el fuego, por lo que esto es más para personas como nosotros que no quieren pagar los precios completos del cable pero están de acuerdo con pagar el acceso a las aplicaciones para seguir viendo todos nuestros programas de cable, con un ahorro significativo. al cable, y están acostumbrados a usar un dvr (usamos tivo) y no quieren ver comerciales. Tenemos esta caja desde hace un par de semanas, y aunque ha costado un poco acostumbrarse, ya que tiene que acceder a sus programas a través de aplicaciones individuales en lugar de que todos estén en una gran lista, hemos encontrado que vale la pena hacer el interruptor. Tenga en cuenta que debe poder conectar un cable hdmi a su televisor. De hecho, tuvimos que comprar un televisor nuevo para poder usar esta caja, pero los televisores son tan baratos hoy en día que todavía era más barato comprar uno nuevo que pagar nuestra factura de cable. Los ahorros en solo los primeros meses cubrieron el costo de la televisión. La interfaz de Fire TV es realmente fácil de usar y navegar a través de todas las aplicaciones que desea usar y todo se mantiene agradable y organizado. Obtuvimos la caja en lugar del dispositivo porque queríamos tener una conexión por cable más confiable y rápida a nuestro Internet. Al principio, me entristeció leer en otras reseñas que el control de voz no funciona en ninguna de las aplicaciones, pero, sinceramente, nunca lo he usado una vez desde que lo obtuve y una vez que inicias sesión en todo, no hay mucha necesidad de escribir. para encontrar tus programas en otras aplicaciones para que no me los pierdas en absoluto. Si solo desea ver Prime TV incluido en su suscripción de Amazon, puede detenerse aquí, el resto se trata de qué aplicaciones usamos (y pagamos) para ver nuestros programas. Enumeraré las aplicaciones que hemos encontrado útiles y las que encontramos que podríamos prescindir. Leer más","['esta revisión es más una guía para los cortadores de cable , que hemos encontrado que fire tv es una excelente manera de lograr esto . hay muchas reseñas que explican cómo usar el fuego , por lo que esto es más para personas como nosotros que no quieren pagar los precios completos del cable pero están de acuerdo con pagar el acceso a las aplicaciones para seguir viendo todos nuestros programas de cable , con un ahorro significativo . al cable , y están acostumbrados a usar un dvr ( usamos tivo ) y no quieren ver comerciales . tenemos esta caja desde hace un par de semanas , y aunque ha costado un poco acostumbrarse , ya que tiene que acceder a sus programas a través de aplicaciones individuales en lugar de que todos estén en una gran lista , hemos encontrado que vale la pena hacer el interruptor . tenga en cuenta que debe poder conectar un cable hdmi a su televisor . de hecho , tuvimos que comprar un televisor nuevo para poder usar esta caja , pero los televisores son tan baratos hoy en día que todavía era más barato comprar uno nuevo que pagar nuestra factura de cable . los ahorros en solo los primeros meses cubrieron el costo de la televisión . la interfaz de fire tv es realmente fácil de usar y navegar a través de todas las aplicaciones que desea usar y todo se mantiene agradable y organizado . obtuvimos la caja en lugar del dispositivo porque queríamos tener una conexión por cable más confiable y rápida a nuestro internet . al principio , me entristeció leer en otras reseñas que el control de voz no funciona en ninguna de las aplicaciones , pero , sinceramente , nunca lo he usado una vez desde que lo obtuve y una vez que inicias sesión en todo , no hay mucha necesidad de escribir . para encontrar tus programas en otras aplicaciones para que no me los pierdas en absoluto . si solo desea ver prime tv incluido en su suscripción de amazon , puede detenerse aquí , el resto se trata de qué aplicaciones usamos ( y pagamos ) para ver nuestros programas . enumeraré las aplicaciones que hemos encontrado útiles y las que encontramos que podríamos prescindir . leer más']",5.0,1
"Este es mi cuarto Kindle y es fácilmente el mejor que he tenido. Es muy cómodo de sostener y es muy compacto. Me sorprendió lo pequeño que es, pero tiene el mismo tamaño de pantalla que mis otros Kindle. Puede parecer costoso al principio, pero recuerde que obtendrá una cubierta con batería adicional.","['este es mi cuarto kindle y es fácilmente el mejor que he tenido . es muy cómodo de sostener y es muy compacto . me sorprendió lo pequeño que es , pero tiene el mismo tamaño de pantalla que mis otros kindle . puede parecer costoso al principio , pero recuerde que obtendrá una cubierta con batería adicional .']",5.0,1
Mucho mejor que el Amazon Fire TV de primera generación. Muy rápido y fiable.,['mucho mejor que el amazon fire tv de primera generación . muy rápido y fiable .'],5.0,0
Muy duradero y fácil de usar para mi hijo de 5 años. El precio fue solo una ventaja.,['muy duradero y fácil de usar para mi hijo de cinco años . el precio fue solo una ventaja .'],5.0,1
Obtuve esto como una inauguración de la casa de un amigo que compró una casa nueva.,['obtuve esto como una inauguración de la casa de un amigo que compró una casa nueva .'],5.0,1
En este momento perfecto y cercano al eReader de libros en el mundo actual. Tus ojos no te harán daño. Buen trato en Bestbuy,['en este momento perfecto y cercano al ereader de libros en el mundo actual . tus ojos no te harán daño . buen trato en bestbuy'],5.0,1
"¡Tan impresionado con la duración de la batería en esto! La batería de mi teléfono está casi agotada por la mañana, pero esta cosa puede reproducir música durante 8 horas y la batería solo baja un 20%. :)","['tan impresionado con la duración de la batería en esto ! la batería de mi teléfono está casi agotada por la mañana , pero esta cosa puede reproducir música durante ocho horas y la batería solo baja un 20% . :)']",5.0,1
"Estaba buscando un dispositivo en el que pueda cargar Kodi. ¡Este Fire TV es más que capaz de hacer lo que yo necesitaba! Me alegro mucho de que se hayan agotado del Fire Stick cuando lo estaba buscando, la memoria adicional en el Fire TV es muy útil.","['estaba buscando un dispositivo en el que pueda cargar kodi . este fire tv es más que capaz de hacer lo que yo necesitaba ! me alegro mucho de que se hayan agotado del fire stick cuando lo estaba buscando , la memoria adicional en el fire tv es muy útil .']",5.0,0
¡Me encanta la caja de fuego! Nos ahorra toneladas en la televisión. Me encantan todas las aplicaciones.,['me encanta la caja de fuego ! nos ahorra toneladas en la televisión . me encantan todas las aplicaciones .'],5.0,0
"Se lo compré a mi nieto, le encanta. ¡Es una tableta muy buena!","['se lo compré a mi nieto , le encanta . es una tableta muy buena !']",5.0,1
"Dado que mi apartamento está emparejado con Echos y Echo Dots, Fire TV era imprescindible para mi casa. No es tan sexy como un Apple TV, pero su capacidad UHD combinada con mis televisores hizo de esta una gran adición.","['dado que mi apartamento está emparejado con echos y echo dots , fire tv era imprescindible para mi casa . no es tan sexy como un apple tv , pero su capacidad uhd combinada con mis televisores hizo de esta una gran adición .']",5.0,1
Excelente lector electrónico. Funciona bien de día o de noche. El nuevo navegador web integrado funciona.,['excelente lector electrónico . funciona bien de día o de noche . el nuevo navegador web integrado funciona .'],5.0,0
El Amazon Fire TV es realmente fácil de usar y la instalación fue muy fácil. Realmente he disfrutado la función de búsqueda por voz. La mejor compra que he hecho en mucho tiempo.,['el amazon fire tv es realmente fácil de usar y la instalación fue muy fácil . realmente he disfrutado la función de búsqueda por voz . la mejor compra que he hecho en mucho tiempo .'],5.0,0
"La tableta fue excelente, el rendimiento y el precio son excelentes.","['la tableta fue excelente , el rendimiento y el precio son excelentes .']",5.0,0
Me encanta el palo de fuego. Y el precio fue el mejor precio en comparación con otras tiendas.,['me encanta el palo de fuego . y el precio fue el mejor precio en comparación con otras tiendas .'],5.0,1
"Inicialmente, no pensó que le gustaría, ya que prefería leer un libro real. Cambió de opinión después de un par de días y ahora realmente lo prefiere. Fácil de usar","['inicialmente , no pensó que le gustaría , ya que prefería leer un libro real . cambió de opinión después de un par de días y ahora realmente lo prefiere . fácil de usar']",5.0,1
Hace todo lo que dicen. Realmente estoy disfrutando de mi nuevo Kindle.,['hace todo lo que dicen . realmente estoy disfrutando de mi nuevo kindle .'],5.0,1
"Compré esta tableta para mis hijos, me encanta por su configuración de control parental y por lo rápido que es. El volumen es más alto que el de muchas otras tabletas que he manejado, lo que lo hace ideal para ver videos o jugar. Definitivamente recomendaría este producto y lo compraría de nuevo.","['compré esta tableta para mis hijos , me encanta por su configuración de control parental y por lo rápido que es . el volumen es más alto que el de muchas otras tabletas que he manejado , lo que lo hace ideal para ver videos o jugar . definitivamente recomendaría este producto y lo compraría de nuevo .']",5.0,1
"Todavía estamos aprendiendo a usar el dispositivo Echo, pero ha cumplido todas nuestras expectativas. Fácil de configurar y utilizar.","['todavía estamos aprendiendo a usar el dispositivo echo , pero ha cumplido todas nuestras expectativas . fácil de configurar y utilizar .']",5.0,0
Puede reproducir casi todas las canciones que solicito. Muy útil cuando se le pregunta sobre el pronóstico del tiempo y las noticias. ¡Gran fuente de entretenimiento para mí y mi esposo!,['puede reproducir casi todas las canciones que solicito . muy útil cuando se le pregunta sobre el pronóstico del tiempo y las noticias . gran fuente de entretenimiento para mí y mi esposo !'],5.0,0
Esta tableta es un excelente dispositivo todo en uno. Hace todo lo que mi esposo (y mis tres hijos y yo) necesitamos. Este fue el quinto Fire que compré en los últimos 3 años.,['esta tableta es un excelente dispositivo todo en uno . hace todo lo que mi esposo ( y mis tres hijos y yo ) necesitamos . este fue el quinto fire que compré en los últimos tres años .'],5.0,1
"Esto era exactamente lo que necesitábamos. No, si solo pudiera hacerme un sándwich.","['esto era exactamente lo que necesitábamos . no , si solo pudiera hacerme un sándwich .']",5.0,1
"Disfruto viendo películas gratis, jugando grandes juegos y escuchando las diversas estaciones de música.","['disfruto viendo películas gratis , jugando grandes juegos y escuchando las diversas estaciones de música .']",5.0,0
Este kindle fire de quinta generación de 7 pulgadas es un muy buen producto. Funciona bien. Y el mejor servicio al cliente de compra fue muy útil.,['este kindle fire de quinta generación de siete pulgadas es un muy buen producto . funciona bien . y el mejor servicio al cliente de compra fue muy útil .'],5.0,0
"Compré esto y el Dot para usarlos con mis padres ancianos. Ambos tienen problemas de visión y este producto impulsado por voz ha enriquecido sus vidas. Configure un producto Amazon Alexa para ellos y enriquezca sus vidas. Despertadores, temporizadores, clima, noticias, música son solo algunas de las cosas que pueden ayudarlos.","['compré esto y el dot para usarlos con mis padres ancianos . ambos tienen problemas de visión y este producto impulsado por voz ha enriquecido sus vidas . configure un producto amazon alexa para ellos y enriquezca sus vidas . despertadores , temporizadores , clima , noticias , música son solo algunas de las cosas que pueden ayudarlos .']",5.0,1
